environment,robot_number,iteration,value1,value2
bidirectional,1,14,-8.466204166420894,8.466204166420894
bidirectional,1,15,-1.702237035794056,1.702237035794056
bidirectional,1,16,-15.887911835548849,15.887911835548849
bidirectional,1,17,-5.571734467034773,5.571734467034773
bidirectional,1,18,-3.5097070116421065,3.5097070116421065
bidirectional,1,19,-6.343719527246208,6.343719527246208
bidirectional,1,20,-0.2591685563893691,0.2591685563893691
bidirectional,1,21,-27.992270207938944,27.992270207938944
bidirectional,1,22,-4.1875229888673715,4.1875229888673715
bidirectional,1,23,-4.748398346417545,4.748398346417545
bidirectional,1,24,-1.6866854104544444,1.6866854104544444
bidirectional,1,25,-1.8025668247473448,1.8025668247473448
bidirectional,1,26,-0.8631057815100149,0.8631057815100149
bidirectional,1,27,-13.716448475491973,13.716448475491973
bidirectional,1,28,-6.3768172209514375,6.3768172209514375
bidirectional,1,29,2.7111650549377515,-2.7111650549377515
bidirectional,1,30,-2.5253400660415224,2.5253400660415224
bidirectional,1,31,-0.1157633536260505,0.1157633536260505
bidirectional,1,32,-1.2303044930427944,1.2303044930427944
bidirectional,1,33,-5.7372212825256526,5.7372212825256526
bidirectional,1,34,-8.706681100710597,8.706681100710597
bidirectional,1,35,0.1470466903926706,-0.1470466903926706
bidirectional,1,36,-4.116620363845158,4.116620363845158
bidirectional,1,37,-9.529208373427878,9.529208373427878
bidirectional,1,38,-2.0958998771235002,2.0958998771235002
bidirectional,1,39,-8.32902101374441,8.32902101374441
bidirectional,1,40,-2.097025505258344,2.097025505258344
bidirectional,1,41,-7.189206713036526,7.189206713036526
bidirectional,1,42,-22.234433255942136,22.234433255942136
bidirectional,1,43,-6.037713550279918,6.037713550279918
bidirectional,1,44,-0.7081582862254265,0.7081582862254265
bidirectional,1,45,-3.7653340328930938,3.7653340328930938
bidirectional,1,46,-5.989020468842739,5.989020468842739
bidirectional,1,47,-25.1018514161008,25.1018514161008
bidirectional,1,48,-0.599634076056887,0.599634076056887
bidirectional,1,49,-4.1431891316293274,4.1431891316293274
bidirectional,1,50,-2.2800636078494563,2.2800636078494563
bidirectional,1,51,-4.045418701134224,4.045418701134224
bidirectional,1,52,-11.812657845041116,11.812657845041116
bidirectional,1,53,-5.069123614719928,5.069123614719928
bidirectional,1,54,0.39834150344111663,-0.39834150344111663
bidirectional,1,55,-2.7362622950400493,2.7362622950400493
bidirectional,1,56,-7.148670451346334,7.148670451346334
bidirectional,1,57,-18.148727878720806,18.148727878720806
bidirectional,1,58,-8.3274617094567,8.3274617094567
bidirectional,1,59,-3.0997786572899457,3.0997786572899457
bidirectional,1,60,-1.5469235584230034,1.5469235584230034
bidirectional,1,61,-2.01867641525061,2.01867641525061
bidirectional,1,62,-2.216653489481544,2.216653489481544
bidirectional,1,63,-22.0194214673551,22.0194214673551
bidirectional,1,64,-12.60447483036559,12.60447483036559
bidirectional,1,65,-2.7811948620529705,2.7811948620529705
bidirectional,1,66,2.2367443304570855,-2.2367443304570855
bidirectional,1,67,-5.004112618327639,5.004112618327639
bidirectional,1,68,-3.1393942797043195,3.1393942797043195
bidirectional,1,69,0.07224785042032522,-0.07224785042032522
bidirectional,1,70,-5.635905824550079,5.635905824550079
bidirectional,1,71,-4.763953996989514,4.763953996989514
bidirectional,1,72,-14.60433886397739,14.60433886397739
bidirectional,1,73,-1.2883771005879936,1.2883771005879936
bidirectional,1,74,-8.156639073146039,8.156639073146039
bidirectional,1,75,-8.126918670953117,8.126918670953117
bidirectional,1,76,-30.782917297102486,30.782917297102486
bidirectional,1,77,0.5322285871731367,-0.5322285871731367
bidirectional,1,78,-5.158113049987961,5.158113049987961
bidirectional,1,79,-11.916466262895938,11.916466262895938
bidirectional,1,80,-11.41919298639479,11.41919298639479
bidirectional,1,81,-2.0895887954395818,2.0895887954395818
bidirectional,1,82,-0.2771522960235586,0.2771522960235586
bidirectional,1,83,-5.474840526061911,5.474840526061911
bidirectional,1,84,-2.4259317259759285,2.4259317259759285
bidirectional,1,85,-10.862560214793675,10.862560214793675
bidirectional,1,86,-12.01723755508786,12.01723755508786
bidirectional,1,87,-2.3094224529639718,2.3094224529639718
bidirectional,1,88,-0.46061525843298057,0.46061525843298057
bidirectional,1,89,-4.319525077127977,4.319525077127977
bidirectional,1,90,1.625627351526461,-1.625627351526461
bidirectional,1,91,-4.0754336559253375,4.0754336559253375
bidirectional,1,92,-6.8844924335106725,6.8844924335106725
bidirectional,1,93,-1.8178378885186817,1.8178378885186817
bidirectional,1,94,-3.3552433982674614,3.3552433982674614
bidirectional,1,95,-2.2512836194566717,2.2512836194566717
bidirectional,1,96,-6.045970184688812,6.045970184688812
bidirectional,1,97,-11.147674247956573,11.147674247956573
bidirectional,1,98,-6.345739527286298,6.345739527286298
bidirectional,1,99,-18.131726241363324,18.131726241363324
bidirectional,2,0,9.82982530383049,-9.82982530383049
bidirectional,2,1,4.5841588420649515,-4.5841588420649515
bidirectional,2,2,-1.6044285134119036,1.6044285134119036
bidirectional,2,3,-5.112724063711852,5.112724063711852
bidirectional,2,4,6.226813451150875,-6.226813451150875
bidirectional,2,5,3.991698163218487,-3.991698163218487
bidirectional,2,6,4.764577900248938,-4.764577900248938
bidirectional,2,7,-3.164902517453399,3.164902517453399
bidirectional,2,8,-3.1665819783278124,3.1665819783278124
bidirectional,2,9,-16.076255066306018,16.076255066306018
bidirectional,2,10,-14.20495360757522,14.20495360757522
bidirectional,2,11,1.1995917866559296,-1.1995917866559296
bidirectional,2,12,-1.375956878190891,1.375956878190891
bidirectional,2,13,5.695061523626421,-5.695061523626421
bidirectional,2,14,8.771447566884063,-8.771447566884063
bidirectional,2,15,-19.30790412374688,19.30790412374688
bidirectional,2,16,-2.9903529627158036,2.9903529627158036
bidirectional,2,17,-3.0058057973722327,3.0058057973722327
bidirectional,2,18,1.1734796713654987,-1.1734796713654987
bidirectional,2,19,-17.090789036390774,17.090789036390774
bidirectional,2,20,21.719176107743706,-21.719176107743706
bidirectional,2,21,0.9143985192575883,-0.9143985192575883
bidirectional,2,22,11.560015217681382,-11.560015217681382
bidirectional,2,23,-0.6143175373063343,0.6143175373063343
bidirectional,2,24,-7.132953779968119,7.132953779968119
bidirectional,2,25,-0.9356641899961318,0.9356641899961318
bidirectional,2,26,4.9622258005214235,-4.9622258005214235
bidirectional,2,27,25.170719407840636,-25.170719407840636
bidirectional,2,28,14.356937699466812,-14.356937699466812
bidirectional,2,29,1.033922775869911,-1.033922775869911
bidirectional,2,30,-3.3553790835633492,3.3553790835633492
bidirectional,2,31,-0.6809579779566661,0.6809579779566661
bidirectional,2,32,0.26416369617390956,-0.26416369617390956
bidirectional,2,33,2.0541780583327665,-2.0541780583327665
bidirectional,2,34,24.662526253176964,-24.662526253176964
bidirectional,2,35,0.7619421664745829,-0.7619421664745829
bidirectional,2,36,9.800707456448407,-9.800707456448407
bidirectional,2,37,-0.6188462404936388,0.6188462404936388
bidirectional,2,38,-10.700056008864834,10.700056008864834
bidirectional,2,39,4.442429950545332,-4.442429950545332
bidirectional,2,40,4.493018053885066,-4.493018053885066
bidirectional,2,41,16.872092802157326,-16.872092802157326
bidirectional,2,42,0.3497112103833615,-0.3497112103833615
bidirectional,2,43,6.971163978756252,-6.971163978756252
bidirectional,2,44,-1.6025226532345158,1.6025226532345158
bidirectional,2,45,0.8567317614245837,-0.8567317614245837
bidirectional,2,46,-11.465111091858347,11.465111091858347
bidirectional,2,47,12.298545224091072,-12.298545224091072
bidirectional,2,48,-5.897058413720657,5.897058413720657
bidirectional,2,49,27.806442605082538,-27.806442605082538
bidirectional,2,50,-3.530999729556285,3.530999729556285
bidirectional,2,51,-18.63842314520204,18.63842314520204
bidirectional,2,52,-16.65886348029953,16.65886348029953
bidirectional,2,53,-4.402461604515281,4.402461604515281
bidirectional,2,54,3.1750948874324223,-3.1750948874324223
bidirectional,2,55,-4.2081290099225725,4.2081290099225725
bidirectional,2,56,-4.4911414409249915,4.4911414409249915
bidirectional,2,57,1.0167511952289061,-1.0167511952289061
bidirectional,2,58,-3.2958516903570825,3.2958516903570825
bidirectional,2,59,5.744621505096831,-5.744621505096831
bidirectional,2,60,5.250347504844967,-5.250347504844967
bidirectional,2,61,7.911739705971016,-7.911739705971016
bidirectional,2,62,13.116988898775617,-13.116988898775617
bidirectional,2,63,6.52667351566393,-6.52667351566393
bidirectional,2,64,-7.8394897012341715,7.8394897012341715
bidirectional,2,65,-0.19743474313342801,0.19743474313342801
bidirectional,2,66,-9.040889753451196,9.040889753451196
bidirectional,2,67,5.970685863718103,-5.970685863718103
bidirectional,2,68,7.1198954290739636,-7.1198954290739636
bidirectional,2,69,16.72237889101595,-16.72237889101595
bidirectional,2,70,-3.603831070135058,3.603831070135058
bidirectional,2,71,-12.388898642767373,12.388898642767373
bidirectional,2,72,1.4786828086063935,-1.4786828086063935
bidirectional,2,73,-0.8790609530713454,0.8790609530713454
bidirectional,2,74,4.934233962253302,-4.934233962253302
bidirectional,2,75,-6.398719839696668,6.398719839696668
bidirectional,2,76,-14.638143435164508,14.638143435164508
bidirectional,2,77,7.269489372753952,-7.269489372753952
bidirectional,2,78,4.552421350683659,-4.552421350683659
bidirectional,2,79,-14.236716706793501,14.236716706793501
bidirectional,2,80,10.173713062582294,-10.173713062582294
bidirectional,2,81,4.521260442770654,-4.521260442770654
bidirectional,2,82,-4.6225208305838095,4.6225208305838095
bidirectional,2,83,-3.9391309397153407,3.9391309397153407
bidirectional,2,84,9.516610147978696,-9.516610147978696
bidirectional,2,85,9.749975000907796,-9.749975000907796
bidirectional,2,86,2.6706419903182734,-2.6706419903182734
bidirectional,2,87,3.7815569373790083,-3.7815569373790083
bidirectional,2,88,-0.31374425678507123,0.31374425678507123
bidirectional,2,89,-0.03678332801391093,0.03678332801391093
bidirectional,2,90,20.287594547046368,-20.287594547046368
bidirectional,2,91,42.368680256179395,-42.368680256179395
bidirectional,2,92,-8.50419153181221,8.50419153181221
bidirectional,2,93,15.973146738463385,-15.973146738463385
bidirectional,2,94,-6.906588985419134,6.906588985419134
bidirectional,2,95,-7.737428152860531,7.737428152860531
bidirectional,2,96,0.09965551043072196,-0.09965551043072196
bidirectional,2,97,-2.4763258799638095,2.4763258799638095
bidirectional,2,98,-6.42837343704511,6.42837343704511
bidirectional,2,99,-5.4499935750254735,5.4499935750254735
bidirectional,3,0,2.7535159638951257,-2.7535159638951257
bidirectional,3,1,-0.7170624965689001,0.7170624965689001
bidirectional,3,2,0.2538635057879901,-0.2538635057879901
bidirectional,3,3,0.26756033604861784,-0.26756033604861784
bidirectional,3,4,4.512944868504221,-4.512944868504221
bidirectional,3,5,4.404452177103735,-4.404452177103735
bidirectional,3,6,0.2660680969307663,-0.2660680969307663
bidirectional,3,7,0.7439420940523718,-0.7439420940523718
bidirectional,3,8,1.0669791867937022,-1.0669791867937022
bidirectional,3,9,5.151769422011,-5.151769422011
bidirectional,3,10,-3.58954152963355,3.58954152963355
bidirectional,3,11,-0.3073767799141649,0.3073767799141649
bidirectional,3,12,-1.0075642710081354,1.0075642710081354
bidirectional,3,13,0.1311386896481963,-0.1311386896481963
bidirectional,3,14,-11.833407375160945,11.833407375160945
bidirectional,3,15,-0.8997004222670881,0.8997004222670881
bidirectional,3,16,-0.9587675626780623,0.9587675626780623
bidirectional,3,17,-4.397623498072264,4.397623498072264
bidirectional,3,18,0.2292089905473631,-0.2292089905473631
bidirectional,3,19,5.480832476843318,-5.480832476843318
bidirectional,3,20,-1.153695324822209,1.153695324822209
bidirectional,3,21,-1.5436353615978078,1.5436353615978078
bidirectional,3,22,-0.3932840442689809,0.3932840442689809
bidirectional,3,23,6.79461242010305,-6.79461242010305
bidirectional,3,24,0.21359885209557206,-0.21359885209557206
bidirectional,3,25,-2.7899528896564902,2.7899528896564902
bidirectional,3,26,1.5720431974814773,-1.5720431974814773
bidirectional,3,27,0.7955768187786987,-0.7955768187786987
bidirectional,3,28,-0.013050068015402871,0.013050068015402871
bidirectional,3,29,0.2117525349937921,-0.2117525349937921
bidirectional,3,30,-0.7758447029409723,0.7758447029409723
bidirectional,3,31,1.6686334023931835,-1.6686334023931835
bidirectional,3,32,-0.034263220069803424,0.034263220069803424
bidirectional,3,33,-3.58293154286379,3.58293154286379
bidirectional,3,34,-2.599927199952873,2.599927199952873
bidirectional,3,35,0.31109958794836245,-0.31109958794836245
bidirectional,3,36,0.13707414345233815,-0.13707414345233815
bidirectional,3,37,0.11224506616396468,-0.11224506616396468
bidirectional,3,38,0.3083271390742226,-0.3083271390742226
bidirectional,3,39,-0.20116181693602186,0.20116181693602186
bidirectional,3,40,-2.582215713669555,2.582215713669555
bidirectional,3,41,-1.000203867469864,1.000203867469864
bidirectional,3,42,-0.03256310295439846,0.03256310295439846
bidirectional,3,43,-1.102129472909695,1.102129472909695
bidirectional,3,44,-1.082530120571846,1.082530120571846
bidirectional,3,45,0.6996736006804269,-0.6996736006804269
bidirectional,3,46,0.24295414502761048,-0.24295414502761048
bidirectional,3,47,0.009562127966916023,-0.009562127966916023
bidirectional,3,48,0.21885269802990592,-0.21885269802990592
bidirectional,3,49,1.6822787899876204,-1.6822787899876204
bidirectional,3,50,-2.2626645596154304,2.2626645596154304
bidirectional,3,51,2.2296374459815382,-2.2296374459815382
bidirectional,3,52,6.363542330406929,-6.363542330406929
bidirectional,3,53,-0.6100556578794993,0.6100556578794993
bidirectional,3,54,0.3712774776620762,-0.3712774776620762
bidirectional,3,55,-0.5670636375095199,0.5670636375095199
bidirectional,3,56,1.2895476939166457,-1.2895476939166457
bidirectional,3,57,-0.8078673018622737,0.8078673018622737
bidirectional,3,58,-0.9047391227769879,0.9047391227769879
bidirectional,3,59,-0.9401106596397,0.9401106596397
bidirectional,3,60,0.2086166699025398,-0.2086166699025398
bidirectional,3,61,2.370046838962395,-2.370046838962395
bidirectional,3,62,0.032549316230145564,-0.032549316230145564
bidirectional,3,63,0.3779362465952403,-0.3779362465952403
bidirectional,3,64,-0.8995374254735395,0.8995374254735395
bidirectional,3,65,0.24728784671424364,-0.24728784671424364
bidirectional,3,66,-0.16193982235326132,0.16193982235326132
bidirectional,3,67,-4.234270562605602,4.234270562605602
bidirectional,3,68,0.1727196503255044,-0.1727196503255044
bidirectional,3,69,-2.4247443504673356,2.4247443504673356
bidirectional,3,70,-0.7195769595886787,0.7195769595886787
bidirectional,3,71,0.05836142692808721,-0.05836142692808721
bidirectional,3,72,0.2831262569377486,-0.2831262569377486
bidirectional,3,73,4.322254014420508,-4.322254014420508
bidirectional,3,74,0.13325419723788912,-0.13325419723788912
bidirectional,3,75,4.034826802445991,-4.034826802445991
bidirectional,3,76,-2.1482095895110547,2.1482095895110547
bidirectional,3,77,0.27726986471182613,-0.27726986471182613
bidirectional,3,78,-0.24520919857469892,0.24520919857469892
bidirectional,3,79,0.5623570963068119,-0.5623570963068119
bidirectional,3,80,0.22100946489533158,-0.22100946489533158
bidirectional,3,81,-1.2060568515816499,1.2060568515816499
bidirectional,3,82,-2.7332149180935943,2.7332149180935943
bidirectional,3,83,-1.9075535319340275,1.9075535319340275
bidirectional,3,84,0.4707634452556704,-0.4707634452556704
bidirectional,3,85,0.29357388580298505,-0.29357388580298505
bidirectional,3,86,7.061313200935501,-7.061313200935501
bidirectional,3,87,4.625247332850762,-4.625247332850762
bidirectional,3,88,0.5002029302777231,-0.5002029302777231
bidirectional,3,89,-1.5887636055938827,1.5887636055938827
bidirectional,3,90,-4.100081704571721,4.100081704571721
bidirectional,3,91,-1.216247771125225,1.216247771125225
bidirectional,3,92,0.34516485207223013,-0.34516485207223013
bidirectional,3,93,0.30242395475873707,-0.30242395475873707
bidirectional,3,94,8.367529373549047,-8.367529373549047
bidirectional,3,95,0.164217446970639,-0.164217446970639
bidirectional,3,96,-1.1773773079987109,1.1773773079987109
bidirectional,3,97,1.391304207785609,-1.391304207785609
bidirectional,3,98,0.6954668883740851,-0.6954668883740851
bidirectional,3,99,0.20857833083272226,-0.20857833083272226
bidirectional,4,0,4.133408528078377,-4.133408528078377
bidirectional,4,1,5.121678494443074,-5.121678494443074
bidirectional,4,2,0.7552306906876112,-0.7552306906876112
bidirectional,4,3,11.925372421737421,-11.925372421737421
bidirectional,4,4,4.293782366584026,-4.293782366584026
bidirectional,4,5,1.106297089397387,-1.106297089397387
bidirectional,4,6,8.010027274805793,-8.010027274805793
bidirectional,4,7,6.692002308181557,-6.692002308181557
bidirectional,4,8,3.893313161635419,-3.893313161635419
bidirectional,4,9,5.502768450856834,-5.502768450856834
bidirectional,4,10,1.031086299860334,-1.031086299860334
bidirectional,4,11,1.6521462403296283,-1.6521462403296283
bidirectional,4,12,20.151723341506923,-20.151723341506923
bidirectional,4,13,-2.6236633640872498,2.6236633640872498
bidirectional,4,14,7.4586876078041655,-7.4586876078041655
bidirectional,4,15,7.442721598189536,-7.442721598189536
bidirectional,4,16,7.341405481010824,-7.341405481010824
bidirectional,4,17,8.76593119031125,-8.76593119031125
bidirectional,4,18,19.487506250029938,-19.487506250029938
bidirectional,4,19,7.967591485455628,-7.967591485455628
bidirectional,4,20,22.665496555767177,-22.665496555767177
bidirectional,4,21,4.83658947818914,-4.83658947818914
bidirectional,4,22,16.221239020385028,-16.221239020385028
bidirectional,4,23,5.754900897937176,-5.754900897937176
bidirectional,4,24,5.591738711290802,-5.591738711290802
bidirectional,4,25,15.137163788372305,-15.137163788372305
bidirectional,4,26,5.317643474660912,-5.317643474660912
bidirectional,4,27,16.70853792855975,-16.70853792855975
bidirectional,4,28,5.84813658630118,-5.84813658630118
bidirectional,4,29,8.196197299861282,-8.196197299861282
bidirectional,4,30,-0.8490516672986104,0.8490516672986104
bidirectional,4,31,7.0454897575125415,-7.0454897575125415
bidirectional,4,32,-3.3612858390143288,3.3612858390143288
bidirectional,4,33,4.659610219119045,-4.659610219119045
bidirectional,4,34,2.611441811755583,-2.611441811755583
bidirectional,4,35,4.837829904920881,-4.837829904920881
bidirectional,4,36,0.010929471043596095,-0.010929471043596095
bidirectional,4,37,1.5062344720119825,-1.5062344720119825
bidirectional,4,38,1.4109538433255437,-1.4109538433255437
bidirectional,4,39,5.011025638852502,-5.011025638852502
bidirectional,4,40,16.986057685309916,-16.986057685309916
bidirectional,4,41,8.41221939580069,-8.41221939580069
bidirectional,4,42,2.549674124978708,-2.549674124978708
bidirectional,4,43,2.4191253626304956,-2.4191253626304956
bidirectional,4,44,-6.831039125521272,6.831039125521272
bidirectional,4,45,13.949134867361124,-13.949134867361124
bidirectional,4,46,11.99040643833824,-11.99040643833824
bidirectional,4,47,13.935694814178305,-13.935694814178305
bidirectional,4,48,9.443104245982965,-9.443104245982965
bidirectional,4,49,3.445457979510138,-3.445457979510138
bidirectional,4,50,4.535139791160603,-4.535139791160603
bidirectional,4,51,1.765057504335772,-1.765057504335772
bidirectional,4,52,-11.30219376683334,11.30219376683334
bidirectional,4,53,12.844000647297435,-12.844000647297435
bidirectional,4,54,-0.49324827990344033,0.49324827990344033
bidirectional,4,55,-2.245542389974517,2.245542389974517
bidirectional,4,56,6.107504551928017,-6.107504551928017
bidirectional,4,57,-4.268908892343589,4.268908892343589
bidirectional,4,58,0.047243023999072875,-0.047243023999072875
bidirectional,4,59,2.395289153009955,-2.395289153009955
bidirectional,4,60,21.979746635425514,-21.979746635425514
bidirectional,4,61,-6.885795563580615,6.885795563580615
bidirectional,4,62,15.63425763192437,-15.63425763192437
bidirectional,4,63,10.71357761259408,-10.71357761259408
bidirectional,4,64,-0.058112865145588444,0.058112865145588444
bidirectional,4,65,0.6495513520591487,-0.6495513520591487
bidirectional,4,66,2.773677950306194,-2.773677950306194
bidirectional,4,67,9.957649539788179,-9.957649539788179
bidirectional,4,68,-8.586288945067565,8.586288945067565
bidirectional,4,69,5.626204117400576,-5.626204117400576
bidirectional,4,70,5.029921228977898,-5.029921228977898
bidirectional,4,71,4.070834744224214,-4.070834744224214
bidirectional,4,72,2.2464696005246765,-2.2464696005246765
bidirectional,4,73,15.93048858142565,-15.93048858142565
bidirectional,4,74,-0.47061522237818565,0.47061522237818565
bidirectional,4,75,5.026737566649501,-5.026737566649501
bidirectional,4,76,0.016287041448038053,-0.016287041448038053
bidirectional,4,77,20.177483284775406,-20.177483284775406
bidirectional,4,78,18.736320448214244,-18.736320448214244
bidirectional,4,79,4.932232894249196,-4.932232894249196
bidirectional,4,80,1.986799481607207,-1.986799481607207
bidirectional,4,81,4.664415007177723,-4.664415007177723
bidirectional,4,82,4.730116144499476,-4.730116144499476
bidirectional,4,83,5.112607331772423,-5.112607331772423
bidirectional,4,84,3.681844273188915,-3.681844273188915
bidirectional,4,85,0.05273942696210554,-0.05273942696210554
bidirectional,4,86,10.466812184421187,-10.466812184421187
bidirectional,4,87,-2.3708313754284944,2.3708313754284944
bidirectional,4,88,11.504180658652771,-11.504180658652771
bidirectional,4,89,7.2082417287528955,-7.2082417287528955
bidirectional,4,90,-0.650614189709458,0.650614189709458
bidirectional,4,91,7.561467766967567,-7.561467766967567
bidirectional,4,92,8.906811495279939,-8.906811495279939
bidirectional,4,93,-6.408702726474473,6.408702726474473
bidirectional,4,94,15.567841697893783,-15.567841697893783
bidirectional,4,95,10.40447083191546,-10.40447083191546
bidirectional,4,96,4.130554410806397,-4.130554410806397
bidirectional,4,97,12.252079565715647,-12.252079565715647
bidirectional,4,98,0.5432883161302442,-0.5432883161302442
bidirectional,4,99,-2.4228529598590853,2.4228529598590853
